PORT_VAL,loss,log return
1,-0.00698756,0.00696326
1.00698756,-0.005236264,0.005186456
1.012223824,0.001120899,-0.001107976
1.011102925,-0.001341467,0.001325857
1.012444392,-0.005163792,0.005087359
1.017608184,0.003793096,-0.003734426
1.013815088,-0.003482595,0.003429252
1.017297683,0.002302963,-0.002266371
1.01499472,-0.002341757,0.002304505
1.017336478,-0.011748996,0.011482603
1.029085474,-0.009207085,0.008907075
1.038292558,-0.00742129,0.007122167
1.045713848,-0.001690554,0.001615346
1.047404402,-0.002816474,0.002685394
1.050220876,-0.00976855,0.009258432
1.059989426,0.001778813,-0.001679551
1.058210614,0.003498513,-0.003311542
1.054712101,0.001339147,-0.001270487
1.053372954,0.001901916,-0.00180718
1.051471039,-0.009429307,0.008927757
1.060900345,-0.004012369,0.003774907
1.064912714,-0.011664116,0.010893568
1.07657683,-0.001030681,0.00095691
1.077607511,-0.005322056,0.004926615
1.082929567,-0.007864002,0.007235546
1.090793569,-0.000337909,0.000309734
1.091131478,0.010132078,-0.009329228
1.0809994,-0.007729799,0.00712516
1.088729199,-0.004683287,0.004292383
1.093412486,0.002379123,-0.00217824
1.091033363,-0.012868136,0.011725435
1.103901498,0.00121275,-0.001099207
1.102688749,0.00369128,-0.003353142
1.098997469,0.002252559,-0.002051752
1.09674491,-0.006365287,0.005787022
1.103110197,-0.00144506,0.00130913
1.104555257,0.003612795,-0.003276175
1.100942461,-0.005553357,0.005031505
1.106495818,0.004986685,-0.004516923
1.101509133,-0.003037909,0.002754155
1.104547041,0.002589116,-0.002346804
1.101957926,0.005922641,-0.005389148
1.096035285,0.015298637,-0.014056492
1.080736648,-0.009675098,0.008912483
1.090411745,-0.009320987,0.008511807
1.099732732,-0.005213892,0.00472985
1.104946624,0.000482164,-0.000436464
1.10446446,-0.01674976,0.015051658
1.12121422,0.003810763,-0.003404571
1.117403457,-0.006168118,0.005504866
1.123571575,0.001722847,-0.001534543
1.121848728,0.000365389,-0.000325755
1.12148334,0.006305927,-0.005638713
1.115177413,0.003337499,-0.002997284
1.111839913,0.00264804,-0.002384515
1.109191873,0.001568858,-0.001415417
1.107623015,-0.01147589,0.010307521
1.119098905,-7.48558E-06,6.68891E-06
1.11910639,0.003045644,-0.002725207
1.116060746,-0.000803022,0.000719256
1.116863768,-0.006537287,0.00583619
1.123401055,-0.002783261,0.002474467
1.126184317,0.007238159,-0.006447896
1.118946158,0.011543226,-0.010369739
1.107402932,-0.003687215,0.003324074
1.111090147,0.012039342,-0.010894745
1.099050805,0.02037334,-0.018711182
1.078677464,-0.00858578,0.007928033
1.087263244,-0.015636969,0.014279514
1.102900213,0.009403329,-0.008562556
1.093496884,-0.005698913,0.005198107
1.099195797,-0.011189905,0.010128615
1.110385702,0.00212318,-0.001913941
1.108262521,0.006786893,-0.006142732
1.101475628,-0.006113996,0.005535384
1.107589625,0.014617918,-0.013285822
1.092971706,0.004175022,-0.003827195
1.088796684,-0.004989673,0.004572272
1.093786357,-0.007280886,0.006634531
1.101067243,0.002919519,-0.002655057
1.098147724,0.003604884,-0.003288095
1.09454284,-0.001290603,0.00117843
1.095833442,-0.000158824,0.000144924
1.095992267,0.005771261,-0.0052797
1.090221005,0.016529657,-0.015277863
1.073691349,0.001310512,-0.001221312
1.072380836,0.007420206,-0.006943426
1.06496063,-0.000197083,0.000185044
1.065157713,0.000316748,-0.000297416
1.064840966,-0.007663928,0.007171475
1.072504894,0.010284417,-0.009635429
1.062220477,0.007468466,-0.007055828
1.05475201,0.00559729,-0.005320867
1.04915472,0.010726894,-0.010276947
1.038427826,0.006671016,-0.006444873
1.031756811,-0.014419287,0.013878714
1.046176098,-0.002612575,0.002494148
1.048788673,-0.001731509,0.001649599
1.050520182,-0.00015644,0.000148906
1.050676622,-2.19408E-05,2.08823E-05
1.050698563,-0.014421932,0.013632693
1.065120495,0.012484739,-0.011790671
1.052635756,0.003213287,-0.003057279
1.049422469,0.024617167,-0.023737338
1.024805302,0.002608336,-0.002548446
1.022196967,-0.004229719,0.004129333
1.026426685,-0.023478308,0.022616145
1.049904993,4.7815E-05,-4.55432E-05
1.049857178,-0.012069826,0.011431052
1.061927005,0.012807952,-0.012134372
1.049119052,-0.012016375,0.011388678
1.061135427,0.015971538,-0.015165788
1.045163889,-0.005269326,0.00502896
1.050433215,-0.009192828,0.008713391
1.059626043,-0.000909537,0.000857989
1.06053558,-0.014804593,0.013863007
1.075340173,0.002010136,-0.001871052
1.073330037,0.024689118,-0.023271037
1.048640919,-0.007141514,0.006787172
1.055782432,0.015050333,-0.014357727
1.0407321,-0.004775357,0.004577964
1.045507456,-0.005538587,0.005283529
1.051046044,-0.001327358,0.001262095
1.052373401,-0.016780257,0.015819367
1.069153658,0.003694404,-0.003461431
1.065459254,-0.010665569,0.009960531
1.076124824,-0.00131102,0.001217538
1.077435844,0.009603239,-0.008953008
1.067832605,0.005454208,-0.005120826
1.062378398,0.009108791,-0.008610929
1.053269606,0.004497437,-0.004279119
1.04877217,0.003284472,-0.003136645
1.045487697,-0.018567326,0.017603631
1.064055024,0.00499078,-0.004701374
1.059064244,-0.000690855,0.000652113
1.059755099,-0.013967599,0.013093925
1.073722698,-0.002314497,0.002153261
1.076037195,0.01302502,-0.012178476
1.063012175,0.005515415,-0.005201985
1.05749676,0.00514454,-0.004876699
1.05235222,-0.002362398,0.002242358
1.054714618,-0.018634121,0.017513198
1.073348739,-0.019002135,0.017548715
1.092350874,0.004286525,-0.003931848
1.088064349,0.007889906,-0.007277741
1.080174443,0.006664982,-0.006189398
1.073509461,0.002603964,-0.002428602
1.070905497,-0.024059063,0.022217448
1.09496456,-0.004953221,0.004513435
1.099917781,-0.007322929,0.006635641
1.10724071,-0.002352913,0.00212277
1.109593624,-0.005457602,0.004906503
1.115051226,0.000738282,-0.000662326
1.114312944,5.82687E-05,-5.22925E-05
1.114254675,-0.000374529,0.000336068
1.114629204,0.00030617,-0.000274721
1.114323033,-0.010502277,0.009380668
1.12482531,-0.004325801,0.003838377
1.129151111,0.002241476,-0.001987072
1.126909635,0.002559047,-0.002273436
1.124350587,0.000989854,-0.000880766
1.123360733,0.008410662,-0.007515222
1.114950071,-0.008957511,0.008001902
1.123907583,0.004272489,-0.003808703
1.119635094,-0.000113198,0.000101098
1.119748292,-0.001367217,0.001220259
1.121115509,0.008718442,-0.007806973
1.112397068,-0.004319733,0.003875745
1.1167168,0.010524146,-0.009468874
1.106192654,0.000621348,-0.000561858
1.105571306,-0.024134601,0.021595119
1.129705907,-0.000772874,0.000683904
1.130478781,0.003647783,-0.003231976
1.126830998,-0.002634084,0.002334876
1.129465083,-0.004737781,0.004185939
1.134202864,-0.012002412,0.010526644
1.146205276,-0.005491202,0.004779327
1.151696478,0.007499512,-0.006533002
1.144196966,-0.001350773,0.001179846
1.145547739,-0.004598918,0.004006564
1.150146657,0.001506339,-0.001310552
1.148640317,0.003006915,-0.002621236
1.145633402,0.004257017,-0.003722784
1.141376385,0.010198624,-0.008975533
1.131177762,0.007214839,-0.006398593
1.123962922,-0.006425647,0.005700677
1.130388569,0.005836799,-0.005176911
1.12455177,0.002556199,-0.00227567
1.121995571,0.001832514,-0.001634598
1.120163057,-0.002800481,0.002496945
1.122963537,-0.013627908,0.012062617
1.136591446,0.002084229,-0.001835437
1.134507217,0.005561028,-0.004913765
1.128946189,0.013325666,-0.011873848
1.115620523,0.010572004,-0.009521531
1.105048519,0.000775256,-0.000701804
1.104273263,-0.000737503,0.00066764
1.105010766,-0.012705922,0.011432855
1.117716688,-0.011947719,0.010632671
1.129664408,-0.006240511,0.005509014
1.135904919,0.000828831,-0.000729932
1.135076087,0.021602432,-0.019215138
1.113473656,0.002307463,-0.002074461
1.111166192,0.010256706,-0.009273444
1.100909486,0.003436305,-0.003126214
1.097473181,-0.003696583,0.003362607
1.101169764,0.002704278,-0.002458844
1.098465486,-0.003746235,0.003404624
1.102211721,-0.019278351,0.017339406
1.121490072,0.008256981,-0.007389747
1.113233091,-0.012432783,0.011106272
1.125665874,-0.007298198,0.006462523
1.132964072,0.022646315,-0.020191029
1.110317758,0.01467604,-0.013306007
1.095641718,0.001537889,-0.001404628
1.094103829,0.004305463,-0.003942913
1.089798366,0.005407811,-0.004974565
1.084390555,0.016661779,-0.015484376
1.067728776,-0.000460825,0.0004315
1.068189601,-0.005267342,0.004918975
1.073456943,-0.02128984,0.01963886
1.094746783,0.001234204,-0.001128024
1.093512579,-0.006636854,0.006050955
1.100149433,-0.015841536,0.014296752
1.115990969,-0.002206909,0.00197558
1.118197877,0.007207902,-0.006466864
1.110989975,-0.010535718,0.009438497
1.121525694,-0.000568042,0.000506363
1.122093736,0.001717407,-0.001531711
1.120376329,0.006814102,-0.006100546
1.113562227,-0.001456083,0.001306736
1.115018311,-0.002972793,0.00266259
1.117991103,-0.005529151,0.004933423
1.123520254,-0.003836891,0.003409243
1.127357145,-0.002535195,0.00224627
1.12989234,-0.00585194,0.005165836
1.13574428,0.002850108,-0.002512617
1.132894172,0.00609076,-0.005390787
1.126803412,0.002424259,-0.002153765
1.124379153,-0.008963922,0.007940719
1.133343075,-0.010323365,0.009067538
1.14366644,0.006019212,-0.005276982
1.137647228,-0.007171677,0.006284168
1.144818904,0.006556704,-0.005743749
1.1382622,0.003098298,-0.002725666
1.135163902,0.008052919,-0.007119341
1.127110983,-0.003037888,0.002691662
1.130148871,0.011495586,-0.010223831
1.118653285,-0.016236112,0.014409661
1.134889397,-0.02915263,0.025363255
1.164042027,0.001619043,-0.001391848
1.162422984,-0.006984047,0.005990204
1.169407031,0.008244736,-0.007075327
1.161162295,0.007219439,-0.006236833
1.153942856,-0.002368873,0.002050747
1.156311729,-0.004499558,0.00388375
1.160811287,-0.002451504,0.002109661
1.163262791,-0.000433273,0.000372394
1.163696064,-0.003843163,0.003297108
1.167539227,0.00217608,-0.001865557
1.165363147,-0.008866793,0.00757981
1.17422994,-0.002887695,0.002456206
1.177117635,-0.00095741,0.00081302
1.178075044,-0.002791502,0.002366742
1.180866546,-0.005759595,0.004865575
1.186626142,-0.010906053,0.00914883
1.197532195,-0.001110744,0.000927098
1.198642939,-0.002674268,0.002228595
1.201317208,0.002637726,-0.002198109
1.198679481,0.002795845,-0.002335162
1.195883636,-0.012094525,0.010062664
1.207978161,0.012506257,-0.010407015
1.195471904,-0.009591529,0.007991201
1.205063433,-0.005058025,0.004188526
1.210121458,0.002695528,-0.00222997
1.20742593,-0.006570711,0.005427163
1.213996642,-0.003770399,0.003100961
1.21776704,-0.000972046,0.000797901
1.218739086,0.001512717,-0.001241986
1.217226369,-0.000710941,0.000583896
1.21793731,0.002455496,-0.002018145
1.215481814,-0.000528764,0.00043493
1.216010579,0.010596813,-0.008752601
1.205413766,0.00788783,-0.006565174
1.197525936,-0.009350032,0.007777468
1.206875969,0.020024474,-0.016731179
1.186851495,-0.015564226,0.013028635
1.20241572,-0.012282206,0.010162792
1.214697926,-0.000770975,0.000634503
1.215468901,-0.004432545,0.003640144
1.219901446,-0.003836293,0.003139822
1.223737739,-0.008169105,0.006653353
1.231906844,-0.000568266,0.000461183
1.23247511,0.001882577,-0.001528644
1.230592533,-0.004419128,0.003584624
1.23501166,-0.00078819,0.000638001
1.23579985,0.004874191,-0.003951957
1.230925659,-0.002546776,0.002066855
1.233472435,-0.001741786,0.001411103
1.235214221,0.0059917,-0.004862541
1.22922252,0.004305734,-0.00350896
1.224916786,0.001401479,-0.001144797
1.223515307,-0.007001902,0.005706462
1.23051721,0.008646221,-0.007051295
1.221870989,-0.019824069,0.016094147
1.241695058,0.004032845,-0.00325314
1.237662213,-0.00719892,0.005799696
1.244861133,0.00222433,-0.001788408
1.242636803,-0.004698576,0.003774003
1.247335379,0.007416052,-0.005963261
1.239919327,-0.005113573,0.004115637
1.245032901,0.007409884,-0.005969338
1.237623016,-0.010954255,0.008812103
1.248577271,6.5841E-05,-5.27342E-05
1.24851143,-0.00899632,0.0071798
1.257507751,-0.008231734,0.006524738
1.265739485,-0.011823374,0.009297722
1.277562859,-0.002857162,0.002233919
1.280420021,-0.004012881,0.003129134
1.284432902,0.020674697,-0.016227316
1.263758205,-0.011671207,0.009192932
1.275429412,0.008832376,-0.006949111
1.266597036,0.008858758,-0.007018714
1.257738278,-0.015682809,0.012391958
1.273421087,-0.008400725,0.006575309
1.281821812,-0.011252088,0.008739895
1.2930739,0.000856937,-0.000662933
1.292216963,-0.007608208,0.005870452
1.299825171,0.000855195,-0.000658147
1.298969976,-0.010078187,0.007728656
1.309048163,-0.003087797,0.002356033
1.31213596,0.011020373,-0.008434273
1.301115588,-0.011016584,0.008431385
1.312132172,-0.014935485,0.011318313
1.327067657,-0.00145928,0.001099024
1.328526937,-0.003087226,0.0023211
1.331614163,-0.00824603,0.006173413
1.339860193,0.003718156,-0.00277889
1.336142037,-0.011678024,0.008702133
1.347820061,-0.00122489,0.000908381
1.349044951,-0.012016595,0.008868046
1.361061547,-0.011294833,0.008264304
1.37235638,0.010601706,-0.007755178
1.361754674,-0.012040391,0.008802961
1.373795065,-0.000347244,0.000252731
1.374142309,-0.004598756,0.00334105
1.378741064,0.010800276,-0.007864276
1.367940788,0.009511227,-0.006977236
1.358429562,-1.38591E-05,1.02022E-05
1.358443421,-0.008605391,0.006314763
1.367048811,0.013476149,-0.00990675
1.353572663,-0.002935014,0.002165999
1.356507677,0.018427901,-0.013677929
1.338079776,-0.010058166,0.007488755
1.348137942,0.005156565,-0.003832287
1.342981377,0.021102413,-0.015837869
1.321878965,-0.007625312,0.005751966
1.329504277,-0.0188361,0.014068337
1.348340377,-0.000711762,0.000527741
1.349052138,0.01184782,-0.008821121
1.337204318,0.009442682,-0.007086561
1.327761635,-0.01401685,0.010501418
1.341778485,0.009773313,-0.007310507
1.332005172,-0.010115656,0.007565615
1.342120828,-0.008245579,0.006124898
1.350366407,0.011677956,-0.008685601
1.338688451,0.032526565,-0.024597388
1.306161886,-0.006497317,0.004962027
1.312659203,0.012064793,-0.009233607
1.30059441,-0.007531483,0.005774098
1.308125892,-0.012954231,0.009854181
1.321080123,-0.009808409,0.007397112
1.330888533,0.002101953,-0.001580609
1.328786579,-0.003357288,0.002523395
1.332143867,-0.000854765,0.00064144
1.332998632,-0.001686562,0.001264439
1.334685194,-0.009319949,0.006958614
1.344005142,-0.007987537,0.005925495
1.35199268,-0.010506914,0.007741386
1.362499593,-0.001719226,0.001261022
1.364218819,-0.018768901,0.013664202
1.38298772,-0.003302247,0.002384917
1.386289967,-0.001033337,0.00074512
1.387323305,0.001603369,-0.001156397
1.385719936,0.001137606,-0.000821286
1.38458233,5.00119E-05,-3.61213E-05
1.384532318,0.013791538,-0.010011097
1.37074078,-0.002260867,0.001648017
1.373001647,0.001551801,-0.001130864
1.371449846,0.007579475,-0.005541943
1.363870371,0.006091625,-0.004476429
1.357778746,0.003021452,-0.00222777
1.354757295,0.00455638,-0.003368913
1.350200915,-0.006436456,0.00475571
1.356637371,0.000205073,-0.000151174
1.356432299,-0.019459577,0.014244215
1.375891876,-0.013472037,0.009743868
1.389363912,0.007155127,-0.005163237
1.382208786,0.005890223,-0.004270563
1.376318563,0.004950716,-0.003603556
1.371367847,-0.010654405,0.007739156
1.382022252,0.005750202,-0.004169396
1.37627205,-0.003814512,0.002767792
1.380086562,-0.000762214,0.000552142
1.380848776,0.006147902,-0.004462204
1.374700873,0.018077079,-0.013237051
1.356623794,0.000652639,-0.000481191
1.355971156,0.007210381,-0.005331691
1.348760775,0.001830306,-0.001357949
1.346930469,0.009736261,-0.007254733
1.337194208,-0.012412804,0.009239904
1.349607012,-0.010970204,0.008095585
1.360577216,0.00695134,-0.005122207
1.353625877,0.01780817,-0.013243208
1.335817706,0.00034585,-0.000258939
1.335471856,-0.004148174,0.003101335
1.33962003,0.005398765,-0.004038214
1.334221265,-0.001250092,0.000936507
1.335471358,-0.006659991,0.004974602
1.342131348,0.002802888,-0.002090569
1.33932846,0.001514105,-0.001131135
1.337814355,-0.017358304,0.012891666
1.355172659,-0.015156294,0.011121953
1.370328954,-0.009614524,0.006991717
1.379943477,0.001646275,-0.001193714
1.378297202,-0.005483114,0.003970287
1.383780316,-0.006828083,0.004922235
1.390608399,-0.001727364,0.001241393
1.392335763,-0.019902874,0.01419339
1.412238637,-0.000464256,0.000328683
1.412702893,0.017513481,-0.01247463
1.395189411,0.003629701,-0.002604973
1.39155971,0.001747322,-0.001256446
1.389812388,0.006672638,-0.00481267
1.38313975,-0.007822455,0.005639646
1.390962205,-0.00139843,0.001004864
1.392360635,0.010584837,-0.007631123
1.381775798,-0.003786927,0.002736875
1.385562725,0.000230427,-0.000166319
1.385332298,0.006941911,-0.005023605
1.378390386,-0.004918402,0.00356187
1.383308788,0.013731175,-0.009975921
1.369577613,0.008950305,-0.006556532
1.360627308,-0.006089177,0.004465288
1.366716486,-0.027734406,0.020089575
1.394450892,-0.007377016,0.005276321
1.401827907,-0.005959901,0.004242509
1.407787809,0.010522719,-0.007502723
1.39726509,-0.014097724,0.010038954
1.411362814,-0.006676601,0.004719452
1.418039415,-0.005345414,0.003762494
1.42338483,0.000783841,-0.00055084
1.422600988,-0.008174189,0.005729501
1.430775177,0.016406653,-0.011533221
1.414368524,-0.005380853,0.003797202
1.419749378,-0.005097173,0.003583763
1.42484655,-0.001888481,0.001324515
1.426735032,-0.007703532,0.005384889
1.434438564,0.00262913,-0.001834545
1.431809434,0.005105095,-0.003571856
1.426704339,-0.003031507,0.002122578
1.429735846,-0.000702923,0.000491524
1.430438769,-0.001963143,0.001371465
1.432401912,-0.012382668,0.008607537
1.444784579,0.018910394,-0.013175141
1.425874186,-0.019563232,0.013626898
1.445437417,-0.000978226,0.000676539
1.446415644,-0.000142092,9.82324E-05
1.446557736,-0.015598417,0.010725405
1.462156153,-0.006362148,0.00434177
1.468518301,-0.004902062,0.003332542
1.473420363,0.008345639,-0.005680228
1.465074724,0.005682585,-0.003886242
1.459392139,0.005009034,-0.003438178
1.454383105,-0.004216486,0.002894963
1.458599591,-0.005197369,0.003556926
1.46379696,-0.007824015,0.00533078
1.471620975,-3.76781E-05,2.56028E-05
1.471658653,-0.002826103,0.00191851
1.474484755,0.000119495,-8.10449E-05
1.474365261,0.003520037,-0.002390347
1.470845224,0.003393299,-0.002309706
1.467451925,-0.000330583,0.000225252
1.467782508,0.01008394,-0.006893895
1.457698568,-0.014706701,0.010038432
1.472405269,0.000231408,-0.000157176
1.472173861,0.006727764,-0.004580426
1.465446098,0.01299128,-0.008904597
1.452454818,0.010038393,-0.006935323
1.442416425,0.002535313,-0.001759231
1.439881112,-0.003601921,0.002498417
1.443483033,0.004746936,-0.003293948
1.438736097,-0.022932965,0.015813958
1.461669062,0.006986183,-0.004791051
1.454682879,-0.007286465,0.004996469
1.461969344,-0.004981434,0.003401553
1.466950778,-0.0047085,0.003204579
1.471659278,-0.009986057,0.006762658
1.481645335,-0.000797986,0.000538436
1.482443321,-0.003229744,0.002176293
1.485673066,-0.00260285,0.001750434
1.488275916,0.010901726,-0.007352031
1.477374189,0.003689151,-0.002500223
1.473685038,0.007094395,-0.004825676
1.466590643,-0.008812274,0.0059907
1.475402917,0.004532347,-0.003076666
1.47087057,0.004371916,-0.002976759
1.466498654,-0.004208555,0.002865688
1.470707209,0.020619129,-0.01411908
1.45008808,-0.013785818,0.009461977
1.463873898,-0.009500179,0.006468784
1.473374077,0.002014918,-0.00136849
1.471359159,0.009069224,-0.006182916
1.462289935,0.0002371,-0.000162156
1.462052835,0.00382497,-0.002619592
1.458227865,0.011855379,-0.00816322
1.446372486,0.017068673,-0.011871207
1.429303812,-0.000375156,0.00026244
1.429678968,-0.009929619,0.006921341
1.439608587,0.015757121,-0.011005762
1.423851466,-0.013900248,0.009715084
1.437751715,0.003567098,-0.002484108
1.434184617,0.030926746,-0.021799893
1.403257871,-0.001830004,0.001303261
1.405087875,-0.001441115,0.001025115
1.40652899,-0.014333927,0.010139415
1.420862917,-0.016013328,0.011207108
1.436876245,-0.001700537,0.001182796
1.438576782,-0.016258376,0.011238322
1.454835159,-0.006628243,0.004545662
1.461463401,-0.007977332,0.005443612
1.469440733,-0.011157234,0.007564164
1.480597968,0.002241039,-0.001514751
1.478356929,0.004910228,-0.003326937
1.4734467,-0.009888882,0.006688973
1.483335582,-0.002817773,0.001897817
1.486153355,-0.005648053,0.003793248
1.491801408,-0.004123541,0.002760322
1.495924949,-0.004235391,0.002827285
1.50016034,-0.002077845,0.001384124
1.502238186,-0.003193637,0.002123663
1.505431823,0.013514224,-0.009017511
1.491917599,-0.019134739,0.012744049
1.511052337,0.007511098,-0.004983168
1.503541239,-0.00414838,0.002755273
1.507689619,-0.001213525,0.000804567
1.508903144,0.005288392,-0.003510948
1.503614752,-0.000146368,9.73396E-05
1.50376112,-0.000590001,0.000392273
1.504351121,0.018352964,-0.01227495
1.485998157,0.003965534,-0.002672167
1.482032623,-0.011576494,0.007780878
1.493609117,-0.012397504,0.008266108
1.506006621,0.006739283,-0.004484978
1.499267338,-0.006583778,0.004381716
1.505851115,0.006433276,-0.004281338
1.499417839,-0.000948607,0.00063245
1.500366446,-0.003707261,0.002467856
1.504073708,0.007495555,-0.004995961
1.496578153,0.001703164,-0.001138687
1.494874989,-0.00930827,0.006207482
1.504183259,-0.009479869,0.00628256
1.513663128,-0.011730937,0.007720154
1.525394065,-0.00613242,0.00401216
1.531526485,0.001972989,-0.001289081
1.529553495,0.019183831,-0.012621428
1.510369664,0.010453207,-0.006945021
1.499916457,-0.012116393,0.008045592
1.512032849,-0.007551285,0.004981698
1.519584134,0.027371641,-0.018176788
1.492212493,0.01053416,-0.007084459
1.481678333,-0.013800615,0.009271068
1.495478948,-0.003343352,0.002233144
1.4988223,-0.014618143,0.009705832
1.513440442,-0.002880326,0.001901356
1.516320768,-0.00324488,0.002137683
1.519565648,-0.00710508,0.004664833
1.526670727,0.002566432,-0.001682479
1.524104295,-0.005939685,0.00388959
1.53004398,0.00959236,-0.006289071
1.52045162,-0.008546875,0.005605533
1.528998495,-0.002056635,0.001344183
1.53105513,-0.001515685,0.000989472
1.532570815,0.000758061,-0.000494756
1.531812754,0.003933972,-0.002571484
1.527878782,0.001901377,-0.00124523
1.525977405,0.014816674,-0.009757074
1.511160731,-0.007152779,0.004722134
1.51831351,-0.004768539,0.00313576
1.523082049,-0.001580315,0.001037039
1.524662365,-0.012875007,0.008409042
1.537537372,-0.002644061,0.001718196
1.540181434,0.011375132,-0.007412988
1.528806301,0.016031701,-0.010541787
1.5127746,-0.007287797,0.004805937
1.520062398,-0.001058806,0.000696312
1.521121203,0.012496189,-0.008249047
1.508625014,-0.010687927,0.007059571
1.519312941,-0.004763109,0.003130137
1.52407605,-0.007170481,0.004693772
1.531246531,-0.006319454,0.004118507
1.537565985,0.002057131,-0.00133881
1.535508854,-0.008819776,0.005727445
1.54432863,-0.00711211,0.004594737
1.55144074,-0.002735167,0.001761433
1.554175907,0.002961853,-0.001907557
1.551214054,-0.001670274,0.001076174
1.552884329,-0.010222536,0.006561362
1.563106865,-0.006703716,0.004279542
1.569810581,-0.001155686,0.000735924
1.570966267,0.001723683,-0.001097814
1.569242584,0.006436875,-0.004110335
1.562805709,0.010107038,-0.006488242
1.552698671,-0.001507552,0.000970453
1.554206223,-0.002628069,0.001689511
1.556834291,-0.004762238,0.003054255
1.56159653,-0.010681549,0.006816859
1.572278079,0.001750524,-0.001113988
1.570527555,-0.000967968,0.000616143
1.571495522,0.002187017,-0.001392648
1.569308505,0.009778827,-0.006250792
1.559529678,-0.008706615,0.00556732
1.568236294,0.004362856,-0.002785892
1.563873437,-0.008081184,0.00515411
1.571954621,0.001807399,-0.00115044
1.570147222,-0.012839324,0.008143895
1.582986546,-0.001001698,0.00063259
1.583988243,-0.007443474,0.004688191
1.591431717,0.003591317,-0.002259208
1.587840401,0.0073322,-0.004628413
1.580508201,-0.011006933,0.006940035
1.591515133,0.010801158,-0.006809849
1.580713975,-0.001929597,0.001219968
1.582643572,-0.005655644,0.003567172
1.588299216,-0.001701063,0.001070424
1.590000279,-0.007631522,0.004788217
1.597631802,0.008657547,-0.005433723
1.588974255,-0.003692359,0.002321042
1.592666614,0.002870488,-0.001803942
1.589796126,-0.002652341,0.001666963
1.592448467,0.002644757,-0.001662192
1.58980371,0.004425613,-0.00278763
1.585378097,0.008310411,-0.005255698
1.577067686,0.001791511,-0.001136622
1.575276175,0.003558465,-0.002261502
1.57171771,-0.000418564,0.000266275
1.572136274,0.03029143,-0.019455728
1.541844845,-0.000220022,0.00014269
1.542064866,-0.006899078,0.004463944
1.548963944,0.00458946,-0.002967321
1.544374484,-0.003035683,0.00196371
1.547410167,0.004838203,-0.003131544
1.542571964,-0.027678512,0.017784015
1.570250475,-0.00208581,0.001327448
1.572336285,-6.21034E-05,3.94968E-05
1.572398389,-0.008255224,0.005236351
1.580653613,-0.003883696,0.002454005
1.584537309,-0.000305886,0.000193026
1.584843195,-0.013915224,0.008741868
1.598758419,-0.014306347,0.008908611
1.613064766,-0.003869428,0.002395932
1.616934194,-0.003708372,0.002290833
1.620642566,0.003022451,-0.001866712
1.617620114,-0.006046417,0.003730879
1.623666532,-0.002247018,0.001382959
1.62591355,0.000549887,-0.000338259
1.625363663,-0.000392355,0.000241366
1.625756018,-0.00494324,0.003035966
1.630699258,0.000343742,-0.000210816
1.630355516,0.003535633,-0.002170982
